address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
4036 W 105th St,Inglewood,CA,90304,NA,NA,NA,NA,6269,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/4036-W-105th-St-Inglewood-CA-90304/20345453_zpid/
Firmona Ave,Inglewood,CA,90304,NA,NA,NA,NA,326,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123101995_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 102nd St,Inglewood,CA,90304,NA,NA,NA,NA,58,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128641025_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Burin Ave,Inglewood,CA,90304,NA,NA,NA,NA,317,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135379267_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Burin Ave,Inglewood,CA,90304,NA,NA,NA,NA,339,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135379394_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 102nd St,Inglewood,CA,90304,NA,NA,NA,NA,235,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135379655_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 103rd St,Inglewood,CA,90304,NA,NA,NA,NA,432,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135379656_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
S Osage Ave,Inglewood,CA,90304,NA,NA,NA,NA,288,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135379657_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Buford Ave,Inglewood,CA,90304,NA,NA,NA,NA,207,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135379659_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
W 85th St,Inglewood,CA,90305,NA,NA,NA,NA,157,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135379571_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6422 S Victoria Ave,Los Angeles,CA,90043,1305000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6422-S-Victoria-Ave-Los-Angeles-CA-90043/2108663533_zpid/
11030 Mansel Ave,Inglewood,CA,90304,675000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/11030-Mansel-Ave-Inglewood-CA-90304/20346799_zpid/
1433 W 68th St,Los Angeles,CA,90047,422500,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1433-W-68th-St-Los-Angeles-CA-90047/20935800_zpid/
3421 W 108th St,Inglewood,CA,90303,450000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3421-W-108th-St-Inglewood-CA-90303/20343317_zpid/
6426 3rd Ave,Los Angeles,CA,90043,NA,NA,NA,NA,13,Auction,http://www.zillow.com/homes/for_sale//homedetails/6426-3rd-Ave-Los-Angeles-CA-90043/20327533_zpid/
938 E 65th St,Inglewood,CA,90302,565000,NA,NA,NA,11,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/938-E-65th-St-Inglewood-CA-90302/20331504_zpid/
3910 W 108th St,Inglewood,CA,90303,650000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3910-W-108th-St-Inglewood-CA-90303/20344425_zpid/
814 N Market St,Inglewood,CA,90302,1550000,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/814-N-Market-St-Inglewood-CA-90302/2120244616_zpid/
8012 Zamora Ave,Los Angeles,CA,90001,420000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8012-Zamora-Ave-Los-Angeles-CA-90001/20943758_zpid/
742 E 79th St,Los Angeles,CA,90001,500000,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/742-E-79th-St-Los-Angeles-CA-90001/2093847718_zpid/
738 E 84th Pl,Los Angeles,CA,90001,465000,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/738-E-84th-Pl-Los-Angeles-CA-90001/20945014_zpid/
1175 E 59th Pl,Los Angeles,CA,90001,635000,NA,NA,NA,16,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1175-E-59th-Pl-Los-Angeles-CA-90001/20930846_zpid/
1516 E 82nd St,Los Angeles,CA,90001,430000,NA,NA,NA,14,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1516-E-82nd-St-Los-Angeles-CA-90001/20943843_zpid/
613 E 74th St,Los Angeles,CA,90001,479900,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/613-E-74th-St-Los-Angeles-CA-90001/20940930_zpid/
1320 E 75th St,Los Angeles,CA,90001,NA,NA,NA,NA,619,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1320-E-75th-St-Los-Angeles-CA-90001/20942052_zpid/
E 81st St,Los Angeles,CA,90001,NA,NA,NA,NA,430,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123076044_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 73rd St,Los Angeles,CA,90001,NA,NA,NA,NA,93,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128583174_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
7300 Mace Pl,Los Angeles,CA,90001,NA,NA,NA,NA,586,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/7300-Mace-Pl-Los-Angeles-CA-90001/80277207_zpid/
855 E 77th St,Los Angeles,CA,90001,NA,NA,NA,NA,155,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/855-E-77th-St-Los-Angeles-CA-90001/20941290_zpid/
Miramonte Blvd,Los Angeles,CA,90001,NA,NA,NA,NA,402,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127225458_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1143 E 71st St,Los Angeles,CA,90001,NA,NA,NA,NA,284,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1143-E-71st-St-Los-Angeles-CA-90001/20932357_zpid/
E 79th St,Los Angeles,CA,90001,NA,NA,NA,NA,71,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/126876385_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 64th St,Los Angeles,CA,90001,NA,NA,NA,NA,369,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/116874434_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 85th St,Los Angeles,CA,90001,NA,NA,NA,NA,283,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/127007375_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
8311 S Central Ave,Los Angeles,CA,90001,599000,NA,NA,NA,177,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8311-S-Central-Ave-Los-Angeles-CA-90001/20944847_zpid/
S Central Ave,Los Angeles,CA,90001,NA,NA,NA,NA,75,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/128932099_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
827 E 73rd St,Los Angeles,CA,90001,350000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/827-E-73rd-St-Los-Angeles-CA-90001/20940810_zpid/
815 E 76th Pl,Los Angeles,CA,90001,380000,NA,NA,NA,410,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/815-E-76th-Pl-Los-Angeles-CA-90001/20941228_zpid/
831 E 78th St,Los Angeles,CA,90001,499900,NA,NA,NA,78,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/831-E-78th-St-Los-Angeles-CA-90001/20941435_zpid/
1600 E 84th St,Los Angeles,CA,90001,450000,NA,NA,NA,40,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1600-E-84th-St-Los-Angeles-CA-90001/20943277_zpid/
6726 Miramonte Blvd,Los Angeles,CA,90001,450000,NA,NA,NA,312,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6726-Miramonte-Blvd-Los-Angeles-CA-90001/20932743_zpid/
6618 Holmes Ave,Los Angeles,CA,90001,499000,NA,NA,NA,78,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6618-Holmes-Ave-Los-Angeles-CA-90001/2096383220_zpid/
1661 E 64th St,Los Angeles,CA,90001,400000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1661-E-64th-St-Los-Angeles-CA-90001/20932686_zpid/
612 E 80th St,Los Angeles,CA,90001,675000,NA,NA,NA,336,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/612-E-80th-St-Los-Angeles-CA-90001/20944538_zpid/
6911 Compton Ave,Los Angeles,CA,90001,475000,NA,NA,NA,125,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6911-Compton-Ave-Los-Angeles-CA-90001/20932601_zpid/
641 E 73rd St,Los Angeles,CA,90001,485000,NA,NA,NA,86,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/641-E-73rd-St-Los-Angeles-CA-90001/20940777_zpid/
6905 Compton Ave,Los Angeles,CA,90001,450000,NA,NA,NA,126,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6905-Compton-Ave-Los-Angeles-CA-90001/20932600_zpid/
1018 E 84th St,Los Angeles,CA,90001,475000,NA,NA,NA,386,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1018-E-84th-St-Los-Angeles-CA-90001/20944894_zpid/
1444 E 60th St,Los Angeles,CA,90001,649900,NA,NA,NA,217,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1444-E-60th-St-Los-Angeles-CA-90001/20931159_zpid/
E 79th St,Los Angeles,CA,90001,NA,NA,NA,NA,23,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902401_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Holmes Ave,Los Angeles,CA,90001,NA,NA,NA,NA,120,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902382_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Morton Ave,Los Angeles,CA,90001,NA,NA,NA,NA,241,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902412_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 73rd St,Los Angeles,CA,90001,NA,NA,NA,NA,185,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902430_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 77th St,Los Angeles,CA,90001,NA,NA,NA,NA,339,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902446_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 78th St,Los Angeles,CA,90001,NA,NA,NA,NA,191,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902488_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 77th St,Los Angeles,CA,90001,NA,NA,NA,NA,425,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902498_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 76th Pl,Los Angeles,CA,90001,NA,NA,NA,NA,207,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902513_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 84th St,Los Angeles,CA,90001,NA,NA,NA,NA,152,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135902520_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 80th St,Los Angeles,CA,90001,NA,NA,NA,NA,23,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/213369973_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Morton Ave,Los Angeles,CA,90001,NA,NA,NA,NA,22,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/213369974_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 75th St,Los Angeles,CA,90001,NA,NA,NA,NA,17,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902464_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Makee Ave,Los Angeles,CA,90001,NA,NA,NA,NA,628,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902424_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 62nd St,Los Angeles,CA,90001,NA,NA,NA,NA,499,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902449_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 58th Dr,Los Angeles,CA,90001,NA,NA,NA,NA,625,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902453_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 69th St,Los Angeles,CA,90001,NA,NA,NA,NA,325,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135902469_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 59th Pl,Los Angeles,CA,90001,NA,NA,NA,NA,32,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/191088086_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10004 Anzac Ave,Los Angeles,CA,90002,560000,NA,NA,NA,11,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10004-Anzac-Ave-Los-Angeles-CA-90002/20955759_zpid/
9217 Maie Ave,Los Angeles,CA,90002,635000,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9217-Maie-Ave-Los-Angeles-CA-90002/82874292_zpid/
9706 Beach St,Los Angeles,CA,90002,625000,NA,NA,NA,9,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9706-Beach-St-Los-Angeles-CA-90002/20956892_zpid/
10616 S Central Ave APT A,Los Angeles,CA,90002,599999,NA,NA,NA,15,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10616-S-Central-Ave-APT-A-Los-Angeles-CA-90002/20966943_zpid/
1335 E 91st St,Los Angeles,CA,90002,600000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1335-E-91st-St-Los-Angeles-CA-90002/20954360_zpid/
9305 Maie Ave,Los Angeles,CA,90002,500000,NA,NA,NA,16,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9305-Maie-Ave-Los-Angeles-CA-90002/20956740_zpid/
904 E 89th St,Los Angeles,CA,90002,409900,NA,NA,NA,32,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/904-E-89th-St-Los-Angeles-CA-90002/20953586_zpid/
9325 Maie Ave APT 2,Los Angeles,CA,90002,798000,NA,NA,NA,16,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9325-Maie-Ave-APT-2-Los-Angeles-CA-90002/20956744_zpid/
9413 Bandera St,Los Angeles,CA,90002,NA,NA,NA,NA,5686,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/9413-Bandera-St-Los-Angeles-CA-90002/20957015_zpid/
1146 E Century Blvd,Los Angeles,CA,90002,NA,NA,NA,NA,205,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1146-E-Century-Blvd-Los-Angeles-CA-90002/20957739_zpid/
E 87th St,Los Angeles,CA,90002,NA,NA,NA,NA,102,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/128584879_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10625 Gorman Ave,Los Angeles,CA,90002,NA,NA,NA,NA,768,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/10625-Gorman-Ave-Los-Angeles-CA-90002/20967874_zpid/
1309 E 90th St,Los Angeles,CA,90002,NA,NA,NA,NA,632,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1309-E-90th-St-Los-Angeles-CA-90002/20954298_zpid/
Beach St,Los Angeles,CA,90002,NA,NA,NA,NA,66,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/123942235_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
1550 E 107th St,Los Angeles,CA,90002,NA,NA,NA,NA,2544,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1550-E-107th-St-Los-Angeles-CA-90002/20967022_zpid/
9505 Compton Ave,Los Angeles,CA,90002,NA,NA,NA,NA,1837,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/9505-Compton-Ave-Los-Angeles-CA-90002/20956354_zpid/
E 106th St,Los Angeles,CA,90002,NA,NA,NA,NA,129,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127225464_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 92nd St,Los Angeles,CA,90002,NA,NA,NA,NA,123,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/127216798_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
8726 Grape St,Los Angeles,CA,90002,NA,NA,NA,NA,281,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/8726-Grape-St-Los-Angeles-CA-90002/20955062_zpid/
1523 E 89th St,Los Angeles,CA,90002,489000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1523-E-89th-St-Los-Angeles-CA-90002/20954542_zpid/
9516 S Central Ave,Los Angeles,CA,90002,399000,NA,NA,NA,57,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9516-S-Central-Ave-Los-Angeles-CA-90002/2114427373_zpid/
10407 Lou Dillon Ave,Los Angeles,CA,90002,382000,NA,NA,NA,352,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10407-Lou-Dillon-Ave-Los-Angeles-CA-90002/68964172_zpid/
1460 E 92ND St,LOS ANGELES,CA,90002,708000,NA,NA,NA,64,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1460-E-92ND-St-Los-Angeles-CA-90002/20956312_zpid/
1521 E 91st St,Los Angeles,CA,90002,510000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/1521-E-91st-St-Los-Angeles-CA-90002/20954597_zpid/
9022 S Central Ave,Los Angeles,CA,90002,590000,NA,NA,NA,269,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9022-S-Central-Ave-Los-Angeles-CA-90002/20953794_zpid/
854 E 105th St,Los Angeles,CA,90002,395000,NA,NA,NA,53,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/854-E-105th-St-Los-Angeles-CA-90002/20959234_zpid/
9721 Evers Ave # 3,Los Angeles,CA,90002,475000,NA,NA,NA,284,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9721-Evers-Ave-3-Los-Angeles-CA-90002/2097148456_zpid/
9910 Compton Ave,Los Angeles,CA,90002,399999,NA,NA,NA,628,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9910-Compton-Ave-Los-Angeles-CA-90002/20956556_zpid/
9721 Evers Ave # 1,Los Angeles,CA,90002,475000,NA,NA,NA,284,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9721-Evers-Ave-1-Los-Angeles-CA-90002/2097148457_zpid/
9721 Evers Ave,Los Angeles,CA,90002,475000,NA,NA,NA,106,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9721-Evers-Ave-Los-Angeles-CA-90002/20956401_zpid/
9721 Evers Ave # 2,Los Angeles,CA,90002,475000,NA,NA,NA,284,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9721-Evers-Ave-2-Los-Angeles-CA-90002/2097148459_zpid/
10003 Grape St,Los Angeles,CA,90002,1500000,NA,NA,NA,88,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10003-Grape-St-Los-Angeles-CA-90002/2095475134_zpid/
9403 Bandera St,Los Angeles,CA,90002,420000,NA,NA,NA,122,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9403-Bandera-St-Los-Angeles-CA-90002/20957013_zpid/
759 E Colden Ave,Los Angeles,CA,90002,479000,NA,NA,NA,165,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/759-E-Colden-Ave-Los-Angeles-CA-90002/20958168_zpid/
759 E Colden Ave # 1,Los Angeles,CA,90002,479000,NA,NA,NA,164,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/759-E-Colden-Ave-1-Los-Angeles-CA-90002/2095735915_zpid/
759 E Colden Ave # 2,Los Angeles,CA,90002,479000,NA,NA,NA,164,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/759-E-Colden-Ave-2-Los-Angeles-CA-90002/2095735913_zpid/
10003 10007 S Grape St,Los Angeles,CA,90002,1500000,NA,NA,NA,147,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10003-10007-S-Grape-St-Los-Angeles-CA-90002/2095515439_zpid/
S Central Ave,Los Angeles,CA,90002,NA,NA,NA,NA,88,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135930231_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 92nd St,Los Angeles,CA,90002,NA,NA,NA,NA,400,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135930271_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Juniper St,Los Angeles,CA,90002,NA,NA,NA,NA,233,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135930287_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Clovis Ave,Los Angeles,CA,90002,NA,NA,NA,NA,375,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135930288_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
E 87th St,Los Angeles,CA,90002,NA,NA,NA,NA,690,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135930330_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Maie Ave,Los Angeles,CA,90002,NA,NA,NA,NA,451,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/135930181_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kalmia St,Los Angeles,CA,90002,NA,NA,NA,NA,110,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135930183_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Wilmington Ave,Los Angeles,CA,90002,NA,NA,NA,NA,234,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135930201_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Anzac Ave,Los Angeles,CA,90002,NA,NA,NA,NA,109,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/135930218_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
10318 S San Pedro St,Los Angeles,CA,90003,426000,NA,NA,NA,4,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10318-S-San-Pedro-St-Los-Angeles-CA-90003/119678524_zpid/
161 W 77th St # 3,Los Angeles,CA,90003,600000,NA,NA,NA,1,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/161-W-77th-St-3-Los-Angeles-CA-90003/2093741744_zpid/
141 W 83rd St,Los Angeles,CA,90003,500000,NA,NA,NA,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/141-W-83rd-St-Los-Angeles-CA-90003/20946485_zpid/
314 W 66th St,Los Angeles,CA,90003,490000,NA,NA,NA,12,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/314-W-66th-St-Los-Angeles-CA-90003/20933633_zpid/
224 W 97th St,Los Angeles,CA,90003,599990,NA,NA,NA,8,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/224-W-97th-St-Los-Angeles-CA-90003/20960421_zpid/
211 E 81st St,Los Angeles,CA,90003,NA,NA,NA,NA,15,Auction,http://www.zillow.com/homes/for_sale//homedetails/211-E-81st-St-Los-Angeles-CA-90003/20945217_zpid/
202 W 74th St # 4,Los Angeles,CA,90003,NA,NA,NA,NA,16,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/202-W-74th-St-4-Los-Angeles-CA-90003/20946057_zpid/
225 W 86th Pl,Los Angeles,CA,90003,425000,NA,NA,NA,17,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-W-86th-Pl-Los-Angeles-CA-90003/20951859_zpid/
246 E 87th Pl,Los Angeles,CA,90003,318000,NA,NA,NA,14,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/246-E-87th-Pl-Los-Angeles-CA-90003/20952718_zpid/
160 W 76th St,Los Angeles,CA,90003,725000,NA,NA,NA,22,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/160-W-76th-St-Los-Angeles-CA-90003/20946130_zpid/
135 W 94th St,Los Angeles,CA,90003,410000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/135-W-94th-St-Los-Angeles-CA-90003/20960235_zpid/
8400 S Grand Ave,Los Angeles,CA,90003,559900,NA,NA,NA,16,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/8400-S-Grand-Ave-Los-Angeles-CA-90003/20951724_zpid/
9708 S San Pedro St,Los Angeles,CA,90003,339900,NA,NA,NA,23,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/9708-S-San-Pedro-St-Los-Angeles-CA-90003/20959933_zpid/
6208 S San Pedro St,Los Angeles,CA,90003,1100000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/6208-S-San-Pedro-St-Los-Angeles-CA-90003/2094107889_zpid/
10510 S Broadway,Los Angeles,CA,90003,795000,NA,NA,NA,21,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/10510-S-Broadway-Los-Angeles-CA-90003/20971630_zpid/
